Date and Time	Input Voltage(V)	Output Voltage(V)	Input Frequency(Hz)	Output Frequency(Hz)	Load Capacity(%)	Internal Temperature(℃)	Backup Time(Min)	Battery Voltage(V)	Battery Capacity(%)
﻿2021-02-13 20:52:44.210	96.7	97.5	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 20:52:49.218	96.7	97.5	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 20:52:55.209	96.8	97.6	49.9	49.9	15	35.4	110	53.9	100
﻿2021-02-13 20:53:00.218	96.8	97.6	49.9	49.9	15	35.4	110	53.9	100
﻿2021-02-13 20:53:06.212	96.8	97.6	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 20:53:12.208	96.8	97.6	49.9	50.0	15	35.4	110	53.8	100
﻿2021-02-13 20:53:17.216	96.2	97.5	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 20:53:23.207	96.2	97.5	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 20:53:28.215	96.1	97.1	50.0	50.0	15	35.4	111	53.9	100
﻿2021-02-13 20:53:34.210	96.1	97.1	50.0	50.0	15	35.4	110	53.9	100
﻿2021-02-13 20:53:39.216	96.0	96.9	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 20:53:45.208	96.0	96.9	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 20:53:50.215	95.9	96.8	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 20:53:56.209	95.9	96.8	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 20:54:01.218	95.9	96.9	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 20:54:07.213	95.9	96.9	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 20:54:12.219	96.0	96.8	50.0	50.0	15	35.4	105	53.9	100
﻿2021-02-13 20:54:17.226	96.0	96.8	50.0	50.0	15	35.4	105	53.9	100
﻿2021-02-13 20:54:22.234	96.0	96.8	50.0	50.0	15	35.4	110	53.9	100
﻿2021-02-13 20:54:28.226	95.8	96.7	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 20:54:33.232	95.8	96.7	49.9	49.9	15	35.4	105	53.8	100
﻿2021-02-13 20:54:38.241	95.9	96.8	49.9	49.9	15	35.4	105	53.8	100
﻿2021-02-13 20:54:43.250	95.9	96.8	49.9	49.9	15	35.4	109	53.8	100
﻿2021-02-13 20:54:49.244	96.0	96.8	49.9	49.9	15	35.4	109	53.8	100
﻿2021-02-13 20:54:54.248	96.0	96.8	49.9	49.9	15	35.4	111	53.8	100
﻿2021-02-13 20:55:00.239	96.1	96.8	49.9	49.9	16	35.4	111	53.9	100
﻿2021-02-13 20:55:05.248	96.1	96.8	49.9	49.9	16	35.4	111	53.9	100
﻿2021-02-13 20:55:11.241	96.1	96.8	50.0	49.9	15	35.4	108	53.8	100
﻿2021-02-13 20:55:16.247	96.1	96.8	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 20:55:21.253	96.0	96.9	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 20:55:26.260	96.0	96.9	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 20:55:31.268	96.4	97.0	49.9	50.0	15	35.4	108	53.9	100
﻿2021-02-13 20:55:36.275	96.4	97.0	49.9	49.9	15	35.4	108	53.9	100
﻿2021-02-13 20:55:41.284	96.4	97.0	49.9	49.9	15	35.4	108	53.9	100
﻿2021-02-13 20:55:46.295	96.1	96.8	49.9	49.9	15	35.4	109	53.8	100
﻿2021-02-13 20:55:52.285	96.1	96.8	49.9	49.9	15	35.4	109	53.8	100
﻿2021-02-13 20:55:57.293	96.0	96.8	49.9	49.9	16	35.4	110	53.8	100
﻿2021-02-13 20:56:02.299	96.0	96.8	49.9	49.9	16	35.4	110	53.8	100
﻿2021-02-13 20:56:07.303	96.0	96.9	49.9	49.9	15	35.4	103	53.8	100
﻿2021-02-13 20:56:12.309	96.0	96.9	49.9	49.9	15	35.4	103	53.8	100
﻿2021-02-13 20:56:17.315	95.9	96.8	49.9	49.9	15	35.4	103	53.8	100
﻿2021-02-13 20:56:22.322	95.9	96.8	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 20:56:27.333	96.0	96.7	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 20:56:32.340	96.0	96.7	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 20:56:37.346	96.0	96.7	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 20:56:42.355	96.0	96.8	49.9	49.9	15	35.4	106	53.8	100
﻿2021-02-13 20:56:48.348	96.0	96.8	49.9	49.9	15	35.4	106	53.8	100
﻿2021-02-13 20:56:53.359	95.9	96.8	49.9	49.9	15	35.4	106	53.8	100
﻿2021-02-13 20:56:58.371	95.9	96.8	49.9	49.9	15	35.4	105	53.8	100
﻿2021-02-13 20:57:03.380	95.9	96.7	49.9	49.9	15	35.4	105	53.8	100
﻿2021-02-13 20:57:08.387	95.9	96.7	49.9	49.9	15	35.4	105	53.8	100
﻿2021-02-13 20:57:14.381	96.0	96.8	49.9	49.9	15	35.4	105	53.8	100
﻿2021-02-13 20:57:19.387	96.0	96.8	49.9	50.0	15	35.4	109	53.8	100
﻿2021-02-13 20:57:25.380	96.1	96.9	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 20:57:30.387	96.1	96.9	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 20:57:36.381	96.2	96.9	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 20:57:41.389	96.2	96.9	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 20:57:46.396	96.2	96.9	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 20:57:51.403	96.2	97.0	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 20:57:57.401	96.2	97.0	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 20:58:02.409	96.0	96.9	50.0	50.0	15	35.4	108	53.9	100
﻿2021-02-13 20:58:07.415	96.0	96.9	50.0	50.0	15	35.4	108	53.9	100
﻿2021-02-13 20:58:12.422	96.3	96.9	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 20:58:18.416	96.3	96.9	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 20:58:24.414	96.2	97.0	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 20:58:29.422	96.2	97.0	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 20:58:35.414	96.1	97.0	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 20:58:40.424	96.1	97.0	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 20:58:45.430	96.1	96.9	50.0	50.0	15	35.7	110	53.9	100
﻿2021-02-13 20:58:50.439	96.1	96.9	50.0	50.0	15	35.7	110	53.9	100
﻿2021-02-13 20:58:56.436	95.9	96.9	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 20:59:02.427	95.9	96.9	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 20:59:07.435	96.0	96.8	50.0	50.0	15	35.4	110	53.9	100
﻿2021-02-13 20:59:12.442	96.0	96.8	50.0	50.0	15	35.4	110	53.9	100
﻿2021-02-13 20:59:17.451	96.1	96.9	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 20:59:22.458	96.1	96.9	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 20:59:27.463	96.0	97.0	49.9	50.0	15	35.4	108	53.8	100
﻿2021-02-13 20:59:32.468	96.0	97.0	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 20:59:38.461	96.1	96.9	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 20:59:43.465	96.1	96.9	49.9	49.9	15	35.4	108	53.8	100
﻿2021-02-13 20:59:48.470	96.1	96.9	49.9	49.9	15	35.4	108	53.8	100
﻿2021-02-13 20:59:54.463	95.9	96.8	49.9	49.9	15	35.4	108	53.9	100
﻿2021-02-13 20:59:59.470	96.0	96.8	49.9	49.9	15	35.4	108	53.8	100
﻿2021-02-13 21:00:04.476	96.0	96.8	49.9	49.9	15	35.4	108	53.8	100
﻿2021-02-13 21:00:09.481	96.0	96.8	49.9	49.9	15	35.4	108	53.8	100
﻿2021-02-13 21:00:14.490	95.9	96.6	49.9	49.8	15	35.4	108	53.8	100
﻿2021-02-13 21:00:19.498	95.9	96.6	49.9	49.8	15	35.4	108	53.8	100
﻿2021-02-13 21:00:25.492	96.0	96.8	49.8	49.8	15	35.4	108	53.8	100
﻿2021-02-13 21:00:30.498	96.0	96.8	49.8	49.8	15	35.4	109	53.8	100
﻿2021-02-13 21:00:36.490	96.0	96.7	49.8	49.8	15	35.4	109	53.8	100
﻿2021-02-13 21:00:41.498	96.0	96.7	49.8	49.8	15	35.4	109	53.8	100
﻿2021-02-13 21:00:46.504	95.9	96.7	49.8	49.8	15	35.4	109	53.8	100
﻿2021-02-13 21:00:51.511	95.9	96.7	49.8	49.8	15	35.4	109	53.8	100
﻿2021-02-13 21:00:57.504	95.8	96.7	49.8	49.8	15	35.4	110	53.8	100
﻿2021-02-13 21:01:02.512	95.8	96.7	49.8	49.8	15	35.4	110	53.8	100
﻿2021-02-13 21:01:07.520	95.8	96.4	49.8	49.8	15	35.4	110	53.8	100
﻿2021-02-13 21:01:12.527	95.8	96.4	49.8	49.8	15	35.4	110	53.8	100
﻿2021-02-13 21:01:17.535	96.0	96.6	49.8	49.8	15	35.4	109	53.8	100
﻿2021-02-13 21:01:22.541	96.0	96.6	49.8	49.8	15	35.4	109	53.8	100
﻿2021-02-13 21:01:28.535	95.9	96.6	49.8	49.8	15	35.4	110	53.8	100
﻿2021-02-13 21:01:33.540	95.9	96.6	49.8	49.8	15	35.4	110	53.8	100
﻿2021-02-13 21:01:38.545	95.8	96.6	49.8	49.8	15	35.4	108	53.8	100
﻿2021-02-13 21:01:44.540	95.8	96.6	49.8	49.8	15	35.4	108	53.8	100
﻿2021-02-13 21:01:49.548	95.9	96.7	49.8	49.8	15	35.4	109	53.8	100
﻿2021-02-13 21:01:54.556	95.9	96.7	49.8	49.8	15	35.4	109	53.8	100
﻿2021-02-13 21:01:59.563	96.1	96.9	49.8	49.8	15	35.4	109	53.8	100
﻿2021-02-13 21:02:05.555	96.1	96.9	49.8	49.8	15	35.4	104	53.8	100
﻿2021-02-13 21:02:11.553	96.2	97.0	49.9	49.8	15	35.4	104	53.9	100
﻿2021-02-13 21:02:16.560	96.2	97.0	49.9	49.9	15	35.4	106	53.9	100
﻿2021-02-13 21:02:21.568	96.2	97.0	49.9	49.9	15	35.4	106	53.8	100
﻿2021-02-13 21:02:26.580	96.2	97.0	49.9	49.9	15	35.4	109	53.8	100
﻿2021-02-13 21:02:32.572	96.2	97.1	49.9	49.9	15	35.4	109	53.9	100
﻿2021-02-13 21:02:38.565	96.2	97.1	49.9	49.9	15	35.4	108	53.9	100
﻿2021-02-13 21:02:43.572	96.3	97.3	49.9	49.9	15	35.4	108	53.9	100
﻿2021-02-13 21:02:48.576	96.3	97.3	49.9	49.9	15	35.4	108	53.9	100
﻿2021-02-13 21:02:53.582	96.3	97.3	49.9	49.9	15	35.4	106	53.9	100
﻿2021-02-13 21:02:58.589	96.2	97.3	49.9	50.0	15	35.4	106	53.8	100
﻿2021-02-13 21:03:03.593	96.2	97.3	49.9	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:03:09.587	96.4	97.2	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:03:14.593	96.4	97.2	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:03:20.586	96.4	97.2	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:03:25.594	96.4	97.2	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 21:03:31.586	96.2	97.0	50.0	50.0	15	35.4	108	53.9	100
﻿2021-02-13 21:03:36.594	96.2	97.0	50.0	50.0	15	35.4	105	53.9	100
﻿2021-02-13 21:03:42.586	96.1	97.0	50.0	50.0	15	35.4	105	53.8	100
﻿2021-02-13 21:03:47.591	96.1	97.0	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 21:03:53.584	96.0	97.0	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 21:03:58.592	96.0	97.0	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 21:04:03.601	96.3	97.1	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:04:08.607	96.3	97.1	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:04:13.614	96.3	97.1	50.0	50.0	15	35.4	106	53.8	100
﻿2021-02-13 21:04:18.622	96.2	97.1	50.0	50.0	15	35.4	106	53.8	100
﻿2021-02-13 21:04:24.617	96.2	97.1	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:04:29.624	96.2	97.1	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:04:35.619	96.2	97.1	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:04:40.625	96.1	97.1	50.0	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:04:46.618	96.1	97.1	50.0	49.9	15	35.4	109	53.8	100
﻿2021-02-13 21:04:51.625	96.2	97.1	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:04:56.634	96.2	97.1	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:05:01.642	96.3	97.1	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:05:07.635	96.3	97.1	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:05:13.640	96.1	97.1	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:05:18.648	96.1	97.1	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:05:23.656	96.3	97.1	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:05:29.651	96.3	97.1	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:05:34.658	96.2	97.0	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:05:40.650	96.2	97.0	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:05:45.656	96.2	97.0	49.9	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:05:50.665	96.2	97.0	49.9	49.9	15	35.4	109	53.8	100
﻿2021-02-13 21:05:55.671	96.2	97.0	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:06:01.665	96.2	97.1	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:06:06.671	96.2	97.1	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:06:11.676	96.2	97.1	50.0	50.0	15	35.4	106	53.8	100
﻿2021-02-13 21:06:16.683	96.2	97.1	50.0	50.0	15	35.4	106	53.8	100
﻿2021-02-13 21:06:21.693	96.1	97.0	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:06:26.699	96.1	97.0	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:06:31.706	96.0	96.9	49.9	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:06:36.714	96.0	96.9	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:06:41.721	96.1	96.9	50.0	49.9	15	35.4	108	53.9	100
﻿2021-02-13 21:06:46.727	96.1	96.9	50.0	50.0	15	35.4	108	53.9	100
﻿2021-02-13 21:06:51.732	96.1	96.9	50.0	50.0	15	35.4	108	53.9	100
﻿2021-02-13 21:06:57.724	96.3	97.1	50.0	50.0	15	35.4	112	53.8	100
﻿2021-02-13 21:07:02.733	96.3	97.1	50.0	50.0	15	35.4	112	53.8	100
﻿2021-02-13 21:07:07.740	96.3	97.0	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:07:12.747	96.3	97.0	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:07:17.769	96.1	97.1	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:07:22.776	96.1	97.1	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:07:27.783	96.1	97.0	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:07:33.774	96.1	97.0	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:07:38.784	96.2	97.1	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:07:43.792	96.2	97.1	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:07:49.787	96.0	96.9	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:07:54.793	96.0	96.9	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:07:59.801	96.0	96.9	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:08:04.810	96.1	96.8	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:08:10.804	96.1	96.8	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:08:15.810	96.1	97.0	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:08:21.804	96.1	97.0	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:08:26.812	96.0	96.9	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:08:32.806	96.0	96.9	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:08:37.814	96.1	96.9	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:08:43.807	96.1	96.9	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:08:48.814	96.0	96.9	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:08:54.805	96.0	96.9	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:08:59.812	96.1	96.9	49.9	49.9	15	35.4	109	53.9	100
﻿2021-02-13 21:09:05.806	96.1	96.9	49.9	49.9	15	35.4	109	53.9	100
﻿2021-02-13 21:09:10.812	96.2	97.0	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:09:15.820	96.2	97.0	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:09:20.824	96.2	97.0	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:09:26.820	96.2	97.0	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:09:31.826	96.2	97.0	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:09:36.836	96.2	97.0	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:09:41.842	96.2	97.1	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:09:46.851	96.2	97.1	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:09:51.859	96.2	97.0	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:09:56.867	96.2	97.0	49.9	49.9	15	35.4	109	53.8	100
﻿2021-02-13 21:10:01.875	96.2	97.0	49.9	49.9	15	35.4	109	53.8	100
﻿2021-02-13 21:10:07.867	96.3	97.2	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:10:12.874	96.3	97.2	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:10:18.868	96.3	97.2	50.0	50.0	15	35.4	105	53.8	100
﻿2021-02-13 21:10:23.876	96.6	97.3	50.0	50.0	15	35.4	105	53.8	100
﻿2021-02-13 21:10:28.882	96.6	97.3	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:10:33.888	96.6	97.3	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:10:38.894	96.5	97.2	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:10:43.900	96.5	97.2	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:10:48.909	96.5	97.3	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:10:53.916	96.5	97.3	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:10:58.920	96.5	97.2	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:11:04.914	96.5	97.2	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:11:09.920	96.5	97.1	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:11:15.912	96.5	97.1	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:11:20.920	96.6	97.5	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:11:26.911	96.6	97.5	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:11:31.919	96.7	97.5	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:11:37.914	96.7	97.5	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:11:42.921	96.6	97.4	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:11:48.915	96.6	97.4	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:11:53.920	96.8	97.6	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:11:58.928	96.8	97.6	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:12:03.937	96.7	97.5	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:12:09.935	96.7	97.5	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:12:15.931	96.6	97.5	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:12:20.939	96.6	97.5	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:12:26.934	96.6	97.5	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:12:32.929	96.6	97.4	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:12:37.938	96.6	97.4	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:12:42.946	96.4	97.4	49.9	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:12:47.956	96.4	97.4	49.9	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:12:52.966	96.4	97.4	49.9	49.9	15	35.4	111	53.8	100
﻿2021-02-13 21:12:58.958	96.4	97.4	49.9	49.9	15	35.4	111	53.8	100
﻿2021-02-13 21:13:03.967	96.5	97.4	49.9	49.9	15	35.4	108	53.8	100
﻿2021-02-13 21:13:09.960	96.5	97.4	49.9	49.9	15	35.4	109	53.8	100
﻿2021-02-13 21:13:14.970	96.5	97.4	49.9	49.9	15	35.4	109	53.8	100
﻿2021-02-13 21:13:20.962	96.5	97.4	50.0	49.9	15	35.4	109	53.8	100
﻿2021-02-13 21:13:25.969	96.5	97.4	50.0	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:13:30.978	96.2	97.3	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:13:35.989	96.2	97.3	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:13:40.997	96.5	97.3	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:13:46.003	96.5	97.3	49.9	49.9	15	35.4	108	53.8	100
﻿2021-02-13 21:13:51.008	96.5	97.4	49.9	49.9	15	35.4	108	53.8	100
﻿2021-02-13 21:13:56.014	96.5	97.4	49.9	49.9	15	35.4	108	53.8	100
﻿2021-02-13 21:14:02.009	96.5	97.4	49.9	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:14:07.015	96.5	97.4	49.9	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:14:12.028	96.4	97.5	49.9	49.9	15	35.2	109	53.8	100
﻿2021-02-13 21:14:18.021	96.4	97.5	49.9	49.9	15	35.2	109	53.8	100
﻿2021-02-13 21:14:23.030	96.4	97.2	49.9	49.9	16	35.2	109	53.8	100
﻿2021-02-13 21:14:29.023	96.4	97.2	49.9	49.9	16	35.2	110	53.8	100
﻿2021-02-13 21:14:34.029	96.4	97.2	49.9	49.9	16	35.2	110	53.8	100
﻿2021-02-13 21:14:39.035	96.3	97.2	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:14:44.044	96.3	97.2	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:14:49.049	96.2	97.2	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:14:54.059	96.2	97.2	49.9	49.9	15	35.4	111	53.8	100
﻿2021-02-13 21:15:00.053	96.5	97.4	49.9	49.9	15	35.4	111	53.8	100
﻿2021-02-13 21:15:05.061	96.5	97.4	49.9	49.9	15	35.4	111	53.8	100
﻿2021-02-13 21:15:11.052	96.4	97.3	49.9	49.9	15	35.4	111	53.8	100
﻿2021-02-13 21:15:16.057	96.4	97.3	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:15:22.051	96.4	97.3	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:15:27.058	96.4	97.3	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:15:33.053	96.4	97.3	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:15:38.061	96.4	97.3	49.9	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:15:44.054	96.5	97.4	50.0	49.9	15	35.4	110	53.8	100
﻿2021-02-13 21:15:49.062	96.5	97.4	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:15:55.057	96.6	97.4	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:16:00.065	96.6	97.4	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:16:05.072	96.6	97.4	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:16:10.079	97.0	97.5	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:16:15.085	97.0	97.5	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:16:20.093	96.6	97.4	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:16:26.086	96.6	97.4	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 21:16:31.091	96.8	97.4	50.0	50.0	15	35.2	108	53.8	100
﻿2021-02-13 21:16:37.087	96.8	97.4	50.0	50.0	15	35.2	109	53.8	100
﻿2021-02-13 21:16:42.093	96.5	97.3	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:16:47.099	96.5	97.3	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:16:52.106	96.5	97.3	50.0	50.0	15	35.4	112	53.8	100
﻿2021-02-13 21:16:57.110	96.7	97.5	50.0	50.0	15	35.4	112	53.9	100
﻿2021-02-13 21:17:02.117	96.7	97.5	50.0	50.0	15	35.4	111	53.9	100
﻿2021-02-13 21:17:07.125	96.7	97.5	50.0	50.0	15	35.4	111	53.8	100
﻿2021-02-13 21:17:13.117	96.7	97.5	50.0	50.0	15	35.4	109	53.8	100
﻿2021-02-13 21:17:18.123	96.8	97.6	50.0	50.0	15	35.4	109	53.9	100
﻿2021-02-13 21:17:23.130	96.8	97.6	50.0	50.0	15	35.4	108	53.9	100
﻿2021-02-13 21:17:28.139	96.8	97.6	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 21:17:34.134	96.8	97.6	50.0	50.0	15	35.4	108	53.8	100
﻿2021-02-13 21:17:39.144	96.8	97.6	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:17:44.151	96.8	97.6	50.0	50.0	15	35.4	110	53.8	100
﻿2021-02-13 21:17:49.158	96.7	97.5	50.0	50.0	15	35.2	109	53.9	100
﻿2021-02-13 21:17:55.153	96.7	97.5	50.0	50.0	15	35.2	109	53.9	100
﻿2021-02-13 21:18:00.159	96.7	97.6	50.0	50.0	15	35.2	111	53.8	100
﻿2021-02-13 21:18:06.154	96.7	97.6	50.0	50.0	15	35.2	111	53.8	100
﻿2021-02-13 21:18:12.148	96.8	97.8	50.0	50.0	15	35.4	110	53.9	100
